Date,Log_Return,Z_Score,Realized_Volatility,vol_regime,Normalized_Range,Range_Regime
2015-01-16,,,,0,1.0,0
2015-01-20,0.013457421344314642,,,0,0.9978773749944926,0
2015-01-21,-0.0003864137138910775,-0.7071067811865476,0.021889025167809883,-1,0.7887343854172836,0
2015-01-22,0.005396251348961029,-0.10923211843042058,0.01554760019107787,-1,0.9018169981060606,0
2015-01-23,-0.00624686858857903,-1.1063845234796859,0.01879981893773245,0,0.40134154755635026,-1
2015-01-26,-0.010264437842764765,-1.1326998173430072,0.021035325488769525,0,0.7244465780854713,-1
2015-01-27,0.009567905338056997,1.2242904826550878,0.018181308210598903,-1,1.0614926525520363,0
2015-01-28,-0.004500261174159382,-0.39474661567144753,0.0186408324466205,0,0.08588015216849423,-1
2015-01-29,-0.024642104059361822,-1.419225946960014,0.027453961480504982,1,2.5219932163344936,1
2015-01-30,0.018870738528237115,1.2388481821013035,0.03802028749897893,1,1.5458682747313213,1
2015-02-02,-0.0018006415575542159,-0.07920698400495908,0.03669337766467817,1,0.9506282384831494,0
2015-02-03,-0.013013315577139663,-0.4982268559561885,0.035887355097576845,1,1.3351457249326175,0
2015-02-04,0.003249535378765735,0.4075627988481033,0.036850717995175954,1,0.596771827719242,-1
2015-02-05,-0.0014253298741546375,-0.22508079213330526,0.025844905421060865,0,0.7088102445737644,-1
2015-02-06,-0.022517859410575658,-1.4697637480728867,0.023454094573990107,0,1.6966613110405397,1
2015-02-09,0.005576467523877212,0.9452521552424803,0.026500551459401903,0,0.3270161318316143,-1
2015-02-10,-0.007442254987160046,-0.2609688973402164,0.02510835289855555,0,0.7675230155066127,0
2015-02-11,-0.010283266746028365,-0.2919585200815789,0.023472997089919914,0,0.9839585248161765,0
2015-02-12,0.0009019520901303559,0.7046330172780977,0.024292043679332864,0,0.6567335313043994,-1
2015-02-13,0.005231782127142109,0.8814486146293959,0.01632398431703289,-1,0.860394468015116,0
2015-02-17,-0.015115727381669742,-1.17850571775839,0.018545374758233642,-1,1.808630650546395,1
2015-02-18,-0.006977372496271956,-0.2091295049770854,0.018485278834481665,-1,0.7354623464709681,-1
2015-02-19,0.0061492836610937025,0.9013666392418348,0.02012213180817274,0,0.9270701775828274,0
2015-02-20,-0.002239230603391369,0.03962995269525534,0.019805973759960696,0,0.8433734939759036,0
2015-02-23,-0.0034099716670723044,0.11770353468993536,0.017261698995174633,-1,0.6956050320271371,-1
2015-02-24,-0.0028366649341615255,-0.20107008577267171,0.010830292556537308,-1,0.7722900067449758,0
2015-02-25,0.00341964180291274,0.7448818449278698,0.009615207029770688,-1,0.3333310727719907,-1
2015-02-26,0.007135163161701397,1.4458991063818374,0.010394537695797804,-1,1.3345831019655174,0
2015-02-27,0.0024770882622964334,0.2516982967299318,0.009950320527953804,-1,1.2666713169642858,0
2015-03-02,-0.0040491106533266635,-1.140828313463857,0.01034574080767038,-1,1.5187688782418498,1
2015-03-03,-0.0030683369818883667,-0.9086683396173391,0.010461496382533998,-1,1.2898349918125709,0
2015-03-04,-0.0028279353859085,-0.5794643142901823,0.010655487537842142,-1,0.6250021430898212,-1
2015-03-05,-0.003922351093293688,-0.6067007308646334,0.006059976200114395,-1,0.7142857142857143,-1
2015-03-06,-0.02695082510784794,-1.7866011967338522,0.023513508462178083,1,1.8779353485453278,1
2015-03-09,0.0019738679038005798,0.7828023671902977,0.025516989198644608,1,0.5245624188426167,-1
2015-03-10,-0.0054159159489475485,0.1787696325792625,0.025175247496670362,1,0.8475806760126452,0
2015-03-11,-0.008135776840567531,0.03232958806427075,0.02451360536275852,1,0.9457707305652212,0
2015-03-12,0.0012159324570827387,0.7409137501629429,0.026191526602362347,1,0.7022136150421056,-1
2015-03-13,0.0004338959677507792,0.536432245058897,0.010085441213253762,-1,0.6407743287317961,-1
2015-03-16,0.0006072017488049268,0.675345278248252,0.00948976956115456,-1,1.0931931789593428,0
2015-03-17,-0.004344810265399723,-0.5653914652617997,0.009096666229098263,-1,1.2024126817853507,0
2015-03-18,0.0026959841412746766,0.9711534517664162,0.005927391470318941,-1,1.9279682203609003,1
2015-03-19,0.015255586684473977,1.67532869749374,0.01645158203161448,0,0.8506182031839616,0
2015-03-20,0.013339824035723362,0.9269290348242106,0.018886370836525643,0,0.8988782024417119,0
2015-03-23,0.0026971957568776507,-0.3945376929623123,0.018315077782800306,0,0.45515751492788536,-1
2015-03-24,0.0031095972006652695,-0.6822419434477285,0.014126283689097486,0,0.5162238170170934,-1
2015-03-25,0.0046882443814050614,-0.5216493855962702,0.013416188895309227,0,0.7097413244642609,-1
2015-03-26,0.006493468269733933,0.09874498013470007,0.009687531596802782,-1,1.5376976678284333,1
2015-03-27,-0.004407613858515569,-1.6687407813417312,0.009277696220709862,-1,0.4430379746835443,-1
2015-03-30,-0.012580891750166273,-1.5229378265822335,0.01767997753339916,0,1.7036323319132807,1
2015-03-31,-0.0014359335417667746,0.0016509560994201402,0.017081464750300552,0,1.0917453590883026,0
2015-04-01,0.0209107656929285,1.5075517536244134,0.02835193360584635,1,1.813330078125,1
2015-04-02,-0.005977561320432106,-0.41404113451712676,0.02851143234390102,1,0.7741418653201922,0
2015-04-06,0.014631342783434479,0.8151922436424842,0.03160423160322379,1,0.8805392151704253,0
2015-04-07,-0.006586554489201088,-0.8615245936200686,0.028277643460809885,1,0.4654518157338347,-1
2015-04-08,-0.006214545543826507,-0.7166577731538251,0.02985105101410744,1,0.9478065049456972,0
2015-04-09,-0.007927608751493799,-0.5766953556509677,0.02137454426105276,0,0.8620693474884742,0
2015-04-10,0.009173611346904613,0.8149075759290597,0.02348374268981507,0,1.189648858432112,0
2015-04-13,-0.004409447390731536,-0.17314081060706388,0.015711273420409285,0,0.9158810054030374,0
2015-04-14,-0.005434568565282116,-0.35800781020423417,0.015440129674813929,0,1.3012638340149258,0
2015-04-15,0.00726725079027736,0.9558982049604569,0.01762238050350572,0,1.1310478265340713,0
2015-04-16,-0.002917276501128989,-0.5276383141654842,0.015481783511324367,0,1.014602130264403,0
2015-04-17,0.004081828620635487,0.7758669044067559,0.0125779397043921,-1,0.47934287835743805,-1
2015-04-20,-0.007845161517145325,-1.072590432420664,0.014333761555662234,-1,1.193693776256076,0
2015-04-21,0.007845161517145236,0.9010924736642476,0.01528311239241586,0,0.8388673835416164,0
2015-04-22,-0.013390441663967216,-1.2687775479000074,0.019289712234048188,0,1.3787636675978303,0
2015-04-23,0.006299101033358327,0.7305557822030485,0.021122429211189328,0,0.906822521022058,0
2015-04-24,-0.016205683354533523,-1.036730060834604,0.024903554663925572,1,1.3508043676218446,0
2015-04-27,0.023629518711741584,1.3335000697018777,0.036880426316381595,1,1.5095434886793526,1
2015-04-28,0.008852869596814293,0.42278796795829227,0.03710559334298447,1,0.8125027743252841,0
2015-04-29,-0.0034655955861370943,-0.49189154172191074,0.0331285493553766,1,0.6580541704391383,-1
2015-04-30,-0.022908805191481592,-1.1103371848157484,0.04206813882727761,1,1.465867489946968,0
2015-05-01,-0.006703766742857445,-0.37727800326780253,0.03902596348399713,1,0.46232750247694115,-1
2015-05-04,0.010418125460371878,0.975229333440721,0.030218935134501957,0,0.8018876460688299,0
2015-05-05,0.005378082159257571,0.6880276773391641,0.028711758802523468,0,0.8228685351212022,0
2015-05-06,-0.002433315523067671,0.06355814179941734,0.028729896343626483,0,0.3576830034149985,-1
2015-05-07,-0.006659125353704526,-0.8731325782660085,0.017053832753723113,0,0.7359882721031782,-1
2015-05-08,0.005650406070161,0.4624029724554086,0.01537563219472025,-1,0.7579420507861467,0
2015-05-11,-0.004974106783250917,-0.7543827383876962,0.012942739695046942,-1,1.3930346747966247,0
2015-05-12,0.007913186088978619,1.2310627776009975,0.014556000617944414,-1,0.7612086054104478,0
2015-05-13,0.02140276540104405,1.4780927245379691,0.02531853841587619,0,2.4377214150580704,1
2015-05-14,0.005728798596137671,-0.15024738852844421,0.021064964028935297,0,0.9098340644211066,0
2015-05-15,8.158275327200206e-05,-0.597556521607809,0.022260757541418125,0,0.8167901657919847,0
2015-05-18,0.0018750657940217385,-0.656627080142152,0.01881548038043503,0,0.459865845244365,-1
2015-05-19,-0.01716888090960008,-1.4177813659141267,0.030837809706762184,1,1.2327844651183124,0
2015-05-20,0.0016557665506276972,0.3592557051349146,0.020049913359644705,0,0.5599283406839292,-1
2015-05-21,-0.003729337524911823,-0.034076545300371755,0.017859966440765235,-1,0.09852794381171151,-1
2015-05-22,-8.301206705275282e-05,0.4275236429263932,0.017819914299076176,-1,1.013326779535223,0
2015-05-26,-0.01430097352694823,-0.8900303562170232,0.019032776605892567,0,0.9595905105978965,0
2015-05-27,-0.0010955517266055808,0.38096167534229003,0.014175338068714611,-1,0.0,-1
2015-05-28,0.0018533713577155101,0.8345372409194247,0.014266447171103381,-1,2.183101013096758,1
2015-05-29,0.0010936268834478497,0.5382590100122092,0.01495589626207941,-1,1.0795570798899983,0
2015-06-01,-0.0009252434121427846,0.26420830034548853,0.014808285735689595,-1,2.082445120031382,1
2015-06-02,0.004868987707043961,1.5248601049571058,0.005440301932673383,-1,0.8645862208398926,0
2015-06-03,-0.007903206348653132,-1.6105330594061824,0.010691689284666952,-1,1.1783446299899505,0
2015-06-04,-0.008306478391888725,-1.0559896629275924,0.012857549932878565,-1,0.9808620823923371,0
2015-06-05,-0.00606137969172326,-0.4275974678359206,0.012529144105400524,-1,0.9722237094304468,0
2015-06-08,0.004613337822188803,1.067585345600689,0.015019909130822696,0,0.6283640443922366,-1
2015-06-09,0.0034887060751304954,0.9950224045046567,0.01420828565432365,0,0.69091490183371,-1
2015-06-10,0.007446870892935644,1.0344076968112823,0.015587205093025431,0,1.3254066020388124,0
2015-06-11,-0.005240883654242222,-0.996155433470935,0.013670690252462722,-1,0.8593666181088189,0
2015-06-12,-0.0009326965120805852,-0.562489318821426,0.011161722897650734,-1,0.5827502511118636,-1
2015-06-15,0.0054989349947638985,0.672273436826466,0.011464329583853749,-1,1.5280489791677982,1
2015-06-16,-0.004057870754626063,-0.8100709537691153,0.012699592853600972,-1,0.9689200226734093,0
2015-06-17,-0.0034791290925295453,-0.4280332420392361,0.009595539449312412,-1,1.1046540511512704,0
2015-06-18,0.021111827743485453,1.6678152762118932,0.023440575823800464,1,1.514655390078113,1
2015-06-19,0.0,-0.3671782233577351,0.023231350716376862,1,0.284282745640787,-1
2015-06-22,-0.014925691467098958,-1.1104807157938337,0.029510405458668336,1,1.2775019209002205,0
2015-06-23,-0.006356223197024235,-0.41985335693907777,0.029965148370906573,1,0.8404819983458788,0
2015-06-24,-0.0030653768027383383,-0.1807270594142765,0.029920519706668938,1,0.5587126247575362,-1
2015-06-25,-0.0009385057618116827,0.6827050778552656,0.013489850759516572,0,0.5699481046003801,-1
2015-06-26,0.0011943563947357445,0.9542613581469639,0.014089098179787969,0,0.31915031767314567,-1
2015-06-29,0.004763108033599618,1.3403465244430413,0.009415143157014895,-1,1.7579143258179926,1
2015-06-30,-0.005957464428335503,-1.263035295123629,0.00912936064586729,-1,1.412107801578116,0
2015-07-01,-0.0021362964757819457,-0.3828586040519803,0.008885292742054128,-1,0.9206786131725097,0
2015-07-02,-0.005145808953403949,-0.8247538394070368,0.010002647666573368,-1,1.448273055854885,0
2015-07-06,0.008476461823921842,1.3357784977476213,0.014189437005409996,0,1.040466642362377,0
2015-07-07,-0.01763258994680646,-1.4082171249979885,0.020885990236010045,1,1.5175448928674684,1
2015-07-08,0.009414090400743112,0.9749552473385859,0.024813280878727292,1,1.318252626126435,0
2015-07-09,-0.003703271456771109,-0.17811613185679268,0.024920268820599934,1,0.6626448435423173,-1
2015-07-10,-0.001122328304907492,-0.019017584899957474,0.024550583221886007,1,0.3379566259554581,-1
2015-07-13,-0.002161789164397025,0.09107375360153994,0.02159099031303319,0,0.712983398906055,-1
2015-07-14,-0.0016460063008068057,-0.34232052352640685,0.011771772940099005,0,0.5048021197991708,-1
2015-07-15,-0.005303292287155819,-1.4751851152364743,0.003813654210588002,-1,1.3569288605297651,0
